v1,v2,v3,v4,v5,v6_1,v6_2,v6_3,v7_1,v7_2,v7_3,v7_4,v7_5,v7_6,v7_7,v7_8,v8,v9_1,v9_2,v10_1,v10_2,v10_3,v10_4,v10_5,v10_6,v10_7,v10_8,v10_9,v10_10,v10_11,v10_12,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22_1,v22_2,v22_3,v22_4,v22_5,v22_6,v23,v24,v25,v26,v27_1,v27_2,v27_3,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38
7,1,1,1,1,99,99,99,1,99,99,99,99,99,99,99,250,1,30,1,2,3,10,99,99,99,99,99,99,99,99,5,1,5,9,9,9,9,9,9,5,9,1,2,3,5,99,99,3,2,2,9,99,99,99,2,2,2,4,2,2,251,2,1,2,2
8,1,1,1,1,99,99,99,2,3,4,99,99,99,99,99,400,2,0,1,2,5,9,99,99,99,99,99,99,99,99,4,1,9,9,4,9,9,9,5,9,9,2,5,99,99,99,99,3,2,4,9,99,99,99,2,2,2,4,2,9,404,9,1,1,1
6,1,2,1,1,99,99,99,1,3,99,99,99,99,99,99,1300,4,0,1,2,8,10,99,99,99,99,99,99,99,99,8,1,9,9,9,9,9,8,9,4,9,4,99,99,99,99,99,1,2,3,9,99,99,99,1,2,1,6,2,5,333,5,1,1,2
3,1,2,1,1,99,99,99,1,3,8,99,99,99,99,99,2500,5,0,2,3,6,10,99,99,99,99,99,99,99,99,9,2,5,9,9,3,9,9,9,5,9,2,3,4,5,99,99,3,2,3,9,99,99,99,2,1,2,4,2,19,971,1,2,1,2
7,2,2,1,1,99,99,99,1,99,99,99,99,99,99,99,2000,5,30,1,2,3,4,99,99,99,99,99,99,99,99,4,1,3,4,9,9,9,9,9,9,9,97,99,99,99,99,99,2,1,2,9,99,99,99,1,2,2,5,2,6,306,6,2,1,2
4,1,2,1,1,99,99,99,1,99,99,99,99,99,99,99,800,9,0,2,6,9,10,99,99,99,99,99,99,99,99,9,1,9,9,9,3,9,9,8,3,9,1,99,99,99,99,99,2,1,1,9,99,99,99,1,1,1,6,2,17,946,17,2,1,2
7,1,1,1,1,99,99,99,2,3,99,99,99,99,99,99,399,99,98,1,2,4,5,99,99,99,99,99,99,99,99,8,1,9,5,3,9,9,9,9,9,9,97,99,99,99,99,99,4,2,8,9,99,99,99,1,2,1,4,2,6,302,6,1,2,2
6,1,1,1,1,99,99,99,1,3,99,99,99,99,99,99,99998,99,98,1,2,3,4,99,99,99,99,99,99,99,99,5,1,8,3,9,9,9,9,9,9,9,97,99,99,99,99,99,8,2,8,9,99,99,99,1,2,1,2,2,5,330,5,1,1,8
4,1,1,1,1,99,99,99,1,3,4,5,6,99,99,99,1300,0,30,1,2,5,9,11,99,99,99,99,99,99,99,3,1,9,9,3,9,9,9,4,9,3,2,5,99,99,99,99,4,2,3,9,99,99,99,1,1,1,6,2,8,357,8,1,1,2
4,2,2,1,1,99,99,99,1,3,99,99,99,99,99,99,1399,1,0,2,4,5,6,10,99,99,99,99,99,99,99,9,1,9,3,4,3,9,9,9,5,9,2,4,99,99,99,99,3,2,1,9,99,99,99,2,1,1,6,2,16,813,15,2,1,2
6,1,2,1,1,99,99,99,1,3,5,99,99,99,99,99,590,1,0,1,2,4,9,10,99,99,99,99,99,99,99,4,1,9,4,9,9,9,9,4,4,9,2,99,99,99,99,99,3,1,2,9,99,99,99,1,2,2,4,2,2,231,2,1,2,3
5,1,1,1,1,99,99,99,1,3,99,99,99,99,99,99,999,1,0,1,2,3,4,5,99,99,99,99,99,99,99,3,1,4,3,3,9,9,9,9,9,9,1,2,3,4,5,99,1,2,4,9,99,99,99,1,1,1,5,2,16,804,16,1,1,2
5,1,1,1,1,99,99,99,3,5,99,99,99,99,99,99,99999,1,0,1,2,3,4,5,99,99,99,99,99,99,99,5,1,3,3,4,9,9,9,9,9,9,2,3,5,99,99,99,3,2,2,9,99,99,99,1,1,1,5,2,5,330,5,1,2,3
4,1,1,1,1,99,99,99,2,8,99,99,99,99,99,99,350,1,30,1,2,3,4,10,99,99,99,99,99,99,99,3,2,3,3,9,9,9,9,9,4,9,2,5,99,99,99,99,1,2,1,9,99,99,99,2,1,2,4,2,15,721,15,1,1,2
6,2,1,1,1,99,99,99,1,99,99,99,99,99,99,99,1300,2,0,1,2,4,9,10,99,99,99,99,99,99,99,4,1,9,3,9,9,9,9,3,5,9,2,5,99,99,99,99,2,2,3,9,99,99,99,2,2,1,4,2,8,360,8,1,2,2
6,1,1,1,1,99,99,99,1,99,99,99,99,99,99,99,850,2,0,1,2,3,6,7,99,99,99,99,99,99,99,3,1,3,9,9,3,4,9,9,9,9,1,2,4,99,99,99,2,2,2,9,99,99,99,2,1,2,5,2,9,408,9,1,1,2
8,1,1,1,1,99,99,99,1,3,4,5,7,8,99,99,1000,2,0,1,2,3,9,10,99,99,99,99,99,99,99,3,2,3,9,9,9,9,9,4,3,9,1,2,5,99,99,99,1,2,2,9,99,99,99,1,1,1,6,2,9,407,2,1,1,3
6,2,2,1,1,99,99,99,1,99,99,99,99,99,99,99,599,3,0,2,3,6,9,10,99,99,99,99,99,99,99,9,1,3,9,9,4,9,9,3,3,9,97,99,99,99,99,99,2,2,1,9,99,99,99,2,1,2,6,2,15,712,15,2,2,3
4,1,2,1,1,99,99,99,1,99,99,99,99,99,99,99,1000,3,0,1,2,3,4,7,99,99,99,99,99,99,99,3,2,4,3,9,9,4,9,9,9,9,1,2,3,4,99,99,2,2,4,9,99,99,99,1,1,1,4,2,5,330,5,1,2,1
8,1,1,1,1,99,99,99,3,5,7,8,99,99,99,99,99999,3,30,1,2,3,4,9,99,99,99,99,99,99,99,8,1,4,5,9,9,9,9,8,9,9,97,99,99,99,99,99,1,2,2,9,99,99,99,2,1,2,6,2,15,710,15,2,2,2
2,1,1,1,1,99,99,99,1,99,99,99,99,99,99,99,99998,4,0,1,2,4,5,10,99,99,99,99,99,99,99,3,1,9,4,5,9,9,9,9,3,9,1,3,5,99,99,99,1,1,2,9,99,99,99,1,1,1,4,2,2,231,2,1,2,3
4,1,1,1,1,99,99,99,1,5,99,99,99,99,99,99,99998,6,0,1,2,3,9,10,99,99,99,99,99,99,99,4,1,3,9,9,9,9,9,4,5,9,2,4,99,99,99,99,2,2,3,9,99,99,99,1,1,1,4,1,1,115,1,1,2,1
4,2,1,1,1,99,99,99,1,99,99,99,99,99,99,99,700,8,0,2,3,4,8,10,99,99,99,99,99,99,99,9,1,3,3,9,9,9,4,9,4,9,2,3,4,5,99,99,4,2,2,9,99,99,99,2,1,2,5,2,9,412,9,2,2,3
5,1,2,1,1,99,99,99,2,3,4,5,8,99,99,99,600,0,5,1,2,3,4,5,9,99,99,99,99,99,99,4,1,8,3,5,9,9,9,5,9,9,2,99,99,99,99,99,4,2,2,9,99,99,99,2,1,2,4,2,6,310,6,2,2,3
6,1,1,1,1,99,99,99,2,99,99,99,99,99,99,99,500,0,30,1,2,3,4,5,10,99,99,99,99,99,99,3,1,4,5,5,9,9,9,9,5,9,2,3,4,5,99,99,2,2,3,9,99,99,99,1,1,2,3,2,2,220,2,1,2,3
6,1,1,1,1,99,99,99,1,3,5,99,99,99,99,99,600,0,30,1,2,3,5,9,10,99,99,99,99,99,99,5,1,8,9,5,9,9,9,5,5,9,3,4,5,99,99,99,2,2,3,9,99,99,99,1,2,1,4,2,2,231,2,1,1,2
7,2,1,1,1,99,99,99,2,3,4,5,8,99,99,99,299,0,40,1,2,3,4,9,10,99,99,99,99,99,99,3,1,3,5,9,9,9,9,3,5,9,2,3,99,99,99,99,2,2,2,9,99,99,99,1,1,1,7,2,2,234,2,1,2,3
8,2,2,1,1,99,99,99,1,3,99,99,99,99,99,99,410,1,0,1,2,3,4,5,9,99,99,99,99,99,99,4,1,5,3,5,9,9,9,5,9,9,2,3,4,99,99,99,1,2,3,9,99,99,99,2,2,2,2,1,1,112,1,2,1,1
4,2,1,1,1,99,99,99,1,3,99,99,99,99,99,99,1200,1,0,1,2,3,4,6,8,99,99,99,99,99,99,4,1,3,3,9,5,9,5,9,9,9,2,99,99,99,99,99,2,1,4,9,99,99,99,1,1,1,6,2,10,515,10,1,1,2
5,1,1,1,1,99,99,99,2,3,99,99,99,99,99,99,598,1,0,1,2,3,4,5,6,99,99,99,99,99,99,5,1,4,4,5,4,9,9,9,9,9,4,5,99,99,99,99,2,2,4,9,99,99,99,2,1,1,4,2,8,363,8,2,2,2
8,1,1,1,1,99,99,99,1,99,99,99,99,99,99,99,600,1,0,1,2,3,4,9,10,99,99,99,99,99,99,5,2,8,3,9,9,9,9,3,5,9,2,5,99,99,99,99,3,2,2,9,99,99,99,2,1,1,5,2,2,251,2,1,1,3
6,1,1,1,1,99,99,99,1,5,99,99,99,99,99,99,1300,1,0,1,2,3,5,6,9,99,99,99,99,99,99,3,1,4,9,5,4,9,9,3,9,9,97,99,99,99,99,99,2,2,4,9,99,99,99,1,1,2,6,2,16,831,17,1,1,8
5,1,1,1,1,99,99,99,2,3,8,99,99,99,99,99,99998,1,0,2,3,4,8,9,10,99,99,99,99,99,99,9,1,4,5,9,9,9,5,3,5,9,1,2,4,5,99,99,8,2,2,9,99,99,99,1,1,1,4,2,15,704,15,1,1,2
6,1,1,1,1,99,99,99,2,3,5,7,99,99,99,99,400,1,30,1,2,3,5,6,9,99,99,99,99,99,99,3,2,3,9,4,3,9,9,3,9,9,4,99,99,99,99,99,2,2,2,9,99,99,99,1,1,1,5,2,1,114,1,1,1,3
1,1,2,1,1,99,99,99,1,99,99,99,99,99,99,99,2700,1,30,1,2,3,4,9,10,99,99,99,99,99,99,5,1,3,3,9,9,9,9,3,3,9,3,99,99,99,99,99,2,2,3,9,99,99,99,1,1,2,3,2,11,557,11,2,1,3
6,1,1,1,1,99,99,99,1,99,99,99,99,99,99,99,99998,1,30,1,2,3,4,9,11,99,99,99,99,99,99,3,1,3,3,9,9,9,9,3,9,3,2,5,99,99,99,99,2,1,4,9,99,99,99,2,1,8,2,2,8,350,8,1,2,3
5,4,1,1,1,99,99,99,2,3,4,5,7,99,99,99,199,2,0,1,2,3,4,9,10,99,99,99,99,99,99,3,2,3,3,9,9,9,9,3,4,9,5,99,99,99,99,99,4,2,3,9,99,99,99,1,1,1,6,2,15,711,15,1,1,1
3,2,1,1,1,99,99,99,1,99,99,99,99,99,99,99,1600,2,0,1,2,3,4,5,10,99,99,99,99,99,99,4,1,3,3,3,9,9,9,9,4,9,4,5,99,99,99,99,2,2,2,9,99,99,99,2,1,1,6,2,5,330,5,2,1,3
6,1,1,1,1,99,99,99,1,3,5,99,99,99,99,99,1000,2,0,1,2,3,5,8,9,99,99,99,99,99,99,4,1,3,9,5,9,9,5,3,9,9,2,5,99,99,99,99,3,2,3,9,99,99,99,1,2,1,5,2,17,905,17,1,2,1
6,1,1,1,1,99,99,99,1,3,4,5,6,99,99,99,1100,2,0,1,2,3,5,9,10,99,99,99,99,99,99,3,1,3,9,4,9,9,9,5,4,9,2,5,99,99,99,99,2,2,3,9,99,99,99,1,1,1,4,2,10,500,10,1,1,3
8,2,2,1,1,99,99,99,1,3,8,99,99,99,99,99,750,2,30,1,2,3,4,5,9,99,99,99,99,99,99,3,1,3,3,4,9,9,9,3,9,9,5,99,99,99,99,99,3,2,8,9,99,99,99,1,1,1,5,2,15,704,2,1,1,2
6,1,2,1,1,99,99,99,1,99,99,99,99,99,99,99,1300,4,30,1,2,3,4,9,10,99,99,99,99,99,99,3,1,3,3,9,9,9,9,3,4,9,2,3,5,99,99,99,4,2,2,9,99,99,99,1,1,2,4,2,1,108,1,1,2,2
4,1,2,1,1,99,99,99,1,99,99,99,99,99,99,99,1000,0,15,2,3,4,5,8,9,11,99,99,99,99,99,9,1,4,3,5,9,9,5,5,9,4,2,5,99,99,99,99,2,2,2,9,99,99,99,2,1,2,5,2,16,840,16,1,2,3
6,2,1,1,1,99,99,99,2,3,4,5,99,99,99,99,398,0,40,1,2,3,5,8,9,10,99,99,99,99,99,3,2,3,9,4,9,9,5,3,5,9,1,2,5,99,99,99,3,2,2,9,99,99,99,1,1,1,6,2,15,741,15,1,1,1
6,1,1,1,1,99,99,99,1,3,4,5,7,8,99,99,499,1,0,1,2,3,4,5,9,10,99,99,99,99,99,3,1,3,3,5,9,9,9,4,5,9,2,5,99,99,99,99,2,2,1,9,99,99,99,1,1,1,7,2,15,701,15,1,1,3
6,1,1,1,1,99,99,99,2,3,4,5,8,99,99,99,500,1,0,1,2,3,5,8,9,10,99,99,99,99,99,8,1,3,9,8,9,9,5,5,3,9,2,5,99,99,99,99,2,2,3,9,99,99,99,2,1,1,4,2,13,603,13,1,2,3
6,1,1,1,1,99,99,99,1,3,99,99,99,99,99,99,588,1,0,1,2,3,4,5,8,9,99,99,99,99,99,3,1,4,3,4,9,9,5,3,9,9,2,5,99,99,99,99,2,2,3,9,99,99,99,1,1,1,6,2,13,608,13,1,1,1
7,1,1,1,1,99,99,99,1,99,99,99,99,99,99,99,500,2,0,1,2,3,4,8,9,10,99,99,99,99,99,3,1,3,4,9,9,9,5,5,5,9,2,5,99,99,99,99,2,2,2,9,99,99,99,1,1,2,5,2,1,104,1,1,2,3
2,1,2,1,1,99,99,99,1,3,99,99,99,99,99,99,699,3,0,1,2,3,4,5,7,10,99,99,99,99,99,5,1,3,3,3,9,4,9,9,4,9,1,2,3,4,5,99,3,1,3,9,99,99,99,2,1,1,6,2,15,717,15,2,2,3
6,1,1,1,1,99,99,99,2,3,4,5,7,8,99,99,80,0,30,1,2,3,5,7,8,9,10,99,99,99,99,3,1,3,9,4,9,5,4,4,4,9,4,99,99,99,99,99,2,2,2,9,99,99,99,1,1,1,7,2,5,333,5,2,2,3
8,1,1,1,1,99,99,99,2,3,5,99,99,99,99,99,350,0,30,1,2,3,4,6,8,9,10,99,99,99,99,3,1,4,4,9,4,9,5,4,5,9,2,4,5,99,99,99,2,2,3,9,99,99,99,1,1,1,4,2,2,220,2,1,1,3
6,1,1,1,1,99,99,99,1,3,5,99,99,99,99,99,990,2,0,1,2,3,4,5,7,8,9,99,99,99,99,3,1,3,3,5,9,5,4,4,9,9,2,5,99,99,99,99,3,2,2,9,99,99,99,1,1,1,5,2,16,811,16,1,2,3
3,1,1,1,1,99,99,99,1,3,5,99,99,99,99,99,1000,3,0,1,2,3,4,5,8,9,10,99,99,99,99,3,1,3,4,3,9,9,5,4,4,9,2,3,5,99,99,99,2,2,2,9,99,99,99,2,1,1,6,2,2,241,2,1,1,2
5,2,2,1,1,99,99,99,2,3,4,5,7,8,99,99,88,0,5,2,3,4,5,6,7,8,9,10,99,99,99,9,1,5,3,5,4,3,5,3,3,9,4,99,99,99,99,99,2,2,2,9,99,99,99,2,1,1,6,2,9,412,9,1,2,3
5,1,1,1,1,99,99,99,1,99,99,99,99,99,99,99,500,0,30,1,2,3,4,5,7,8,9,10,99,99,99,4,1,3,4,4,9,4,5,5,5,9,2,3,5,99,99,99,2,2,4,9,99,99,99,1,1,1,6,2,16,814,16,1,2,2
6,1,1,1,1,99,99,99,1,5,7,8,99,99,99,99,600,1,0,1,2,3,4,5,6,8,9,10,99,99,99,4,1,3,3,4,4,9,3,5,5,9,2,99,99,99,99,99,2,2,1,9,99,99,99,1,1,2,5,2,15,708,15,1,1,3
5,1,1,1,1,99,99,99,1,99,99,99,99,99,99,99,800,1,0,1,2,3,4,5,6,8,9,10,99,99,99,3,1,3,3,3,4,9,4,3,4,9,2,4,5,99,99,99,2,2,2,9,99,99,99,1,1,2,5,2,1,111,1,1,2,3
5,1,1,1,1,99,99,99,1,3,99,99,99,99,99,99,1100,2,0,1,2,3,4,6,8,9,10,11,99,99,99,3,1,3,3,9,4,9,8,3,8,8,1,2,4,5,99,99,3,2,3,9,99,99,99,1,1,1,4,2,15,734,15,1,1,4
6,1,1,1,1,99,99,99,1,5,6,7,8,3,99,99,1000,3,0,1,2,3,4,5,6,8,9,10,99,99,99,3,1,3,3,4,3,9,4,4,3,9,5,99,99,99,99,99,2,2,2,9,99,99,99,1,1,1,4,2,11,545,11,1,2,2
3,1,1,1,1,99,99,99,1,8,99,99,99,99,99,99,487,5,0,1,2,3,4,5,6,7,8,10,99,99,99,4,1,3,3,4,4,4,4,9,4,9,2,3,4,5,99,99,1,2,2,9,99,99,99,1,1,1,6,2,9,404,9,1,1,3
4,1,2,1,1,99,99,99,1,3,99,99,99,99,99,99,1000,6,0,1,2,3,4,5,6,8,9,10,99,99,99,4,1,3,4,5,3,9,5,5,5,9,1,3,4,99,99,99,2,2,2,9,99,99,99,1,1,1,6,2,15,704,15,2,1,3
5,2,2,1,1,99,99,99,1,3,4,6,7,8,99,99,950,2,30,1,2,3,4,5,6,7,8,9,10,99,99,5,1,3,5,4,4,5,4,8,8,9,2,4,99,99,99,99,2,2,2,9,99,99,99,1,1,1,4,2,16,813,16,1,2,3
7,1,1,1,1,99,99,99,1,3,4,7,8,99,99,99,1400,2,0,1,2,3,4,5,6,7,8,9,10,11,99,3,1,3,3,3,3,3,5,3,3,4,2,4,99,99,99,99,2,2,2,9,99,99,99,1,1,1,6,2,16,800,16,1,2,3
8,1,1,1,1,99,99,99,2,99,99,99,99,99,99,99,50,0,5,2,3,99,99,99,99,99,99,99,99,99,99,9,2,2,9,9,9,9,9,9,9,9,97,99,99,99,99,99,2,2,3,9,99,99,99,1,1,8,2,2,11,540,11,1,2,2
3,1,1,1,1,99,99,99,1,7,8,99,99,99,99,99,480,1,0,2,4,99,99,99,99,99,99,99,99,99,99,9,1,9,1,9,9,9,9,9,9,9,97,99,99,99,99,99,2,2,1,9,99,99,99,1,1,1,7,2,2,998,2,8,1,1
2,1,1,1,1,99,99,99,1,3,99,99,99,99,99,99,699,1,30,2,4,99,99,99,99,99,99,99,99,99,99,9,1,9,1,9,9,9,9,9,9,9,2,3,5,99,99,99,2,2,2,9,99,99,99,2,1,8,4,2,15,725,15,1,2,3
2,1,1,1,1,99,99,99,1,3,99,99,99,99,99,99,99998,3,0,2,4,99,99,99,99,99,99,99,99,99,99,9,1,9,1,9,9,9,9,9,9,9,2,5,99,99,99,99,1,2,2,9,99,99,99,1,1,2,4,2,15,741,15,1,1,3
4,1,1,1,1,99,99,99,1,3,7,99,99,99,99,99,399,4,0,2,3,99,99,99,99,99,99,99,99,99,99,9,1,1,9,9,9,9,9,9,9,9,2,5,99,99,99,99,4,1,2,9,99,99,99,2,1,1,6,2,5,338,5,1,1,3
5,1,1,1,1,99,99,99,1,3,99,99,99,99,99,99,1300,4,0,2,3,99,99,99,99,99,99,99,99,99,99,9,1,1,9,9,9,9,9,9,9,9,2,5,99,99,99,99,2,2,2,9,99,99,99,1,2,1,6,2,14,601,14,1,2,2
4,2,2,1,1,99,99,99,1,3,99,99,99,99,99,99,1000,6,0,2,3,99,99,99,99,99,99,99,99,99,99,9,1,1,9,9,9,9,9,9,9,9,2,99,99,99,99,99,2,2,2,9,99,99,99,2,1,1,4,2,16,820,16,2,1,3
5,2,2,1,1,99,99,99,1,99,99,99,99,99,99,99,99998,8,0,2,3,99,99,99,99,99,99,99,99,99,99,9,1,1,9,9,9,9,9,9,9,9,2,4,5,99,99,99,2,2,3,9,99,99,99,2,1,2,3,2,1,111,1,1,1,1
7,1,1,1,1,99,99,99,1,3,7,99,99,99,99,99,99998,12,0,2,4,99,99,99,99,99,99,99,99,99,99,9,1,9,1,9,9,9,9,9,9,9,5,99,99,99,99,99,1,2,4,9,99,99,99,2,2,2,4,2,14,601,14,2,2,3
5,2,2,1,1,99,99,99,1,99,99,99,99,99,99,99,99998,99,98,2,4,99,99,99,99,99,99,99,99,99,99,9,1,9,2,9,9,9,9,9,9,9,2,99,99,99,99,99,8,2,1,9,99,99,99,2,1,2,4,2,5,330,5,2,2,3
8,1,1,1,1,99,99,99,1,3,8,99,99,99,99,99,520,99,98,1,2,99,99,99,99,99,99,99,99,99,99,1,1,9,9,9,9,9,9,9,9,9,2,4,5,99,99,99,2,2,3,9,99,99,99,1,1,1,3,2,15,710,15,1,1,2
5,2,1,1,1,99,99,99,2,3,5,8,99,99,99,99,199,0,10,1,2,4,99,99,99,99,99,99,99,99,99,5,2,9,1,9,9,9,9,9,9,9,97,99,99,99,99,99,4,2,4,9,99,99,99,2,1,2,5,1,10,500,10,1,1,1
6,1,1,1,1,99,99,99,1,99,99,99,99,99,99,99,1800,0,10,1,2,4,99,99,99,99,99,99,99,99,99,4,1,9,1,9,9,9,9,9,9,9,2,5,99,99,99,99,2,2,2,9,99,99,99,1,2,1,4,2,2,247,2,1,1,3
7,1,1,1,1,99,99,99,1,99,99,99,99,99,99,99,1700,0,12,1,2,4,99,99,99,99,99,99,99,99,99,5,1,9,1,9,9,9,9,9,9,9,97,99,99,99,99,99,1,2,3,9,99,99,99,2,2,2,3,2,9,424,9,2,2,2
6,2,1,1,1,99,99,99,2,3,99,99,99,99,99,99,450,1,0,1,2,4,99,99,99,99,99,99,99,99,99,5,1,9,1,9,9,9,9,9,9,9,3,4,5,99,99,99,1,2,1,9,99,99,99,1,1,1,4,2,5,330,5,1,1,3
5,1,1,1,1,99,99,99,2,3,4,99,99,99,99,99,180,1,0,1,2,4,99,99,99,99,99,99,99,99,99,4,1,9,2,9,9,9,9,9,9,9,2,5,99,99,99,99,2,2,4,9,99,99,99,2,1,2,6,2,17,926,17,1,2,2
7,1,1,1,1,99,99,99,1,3,4,5,8,99,99,99,300,1,0,2,3,9,99,99,99,99,99,99,99,99,99,9,2,2,9,9,9,9,9,3,9,9,4,99,99,99,99,99,2,2,2,9,99,99,99,1,2,1,5,2,2,248,2,1,1,2
8,1,1,1,1,99,99,99,1,99,99,99,99,99,99,99,899,1,0,1,2,9,99,99,99,99,99,99,99,99,99,1,1,9,9,9,9,9,9,4,9,9,2,99,99,99,99,99,2,2,4,9,99,99,99,2,2,8,1,2,2,231,2,2,2,2
8,1,1,1,1,99,99,99,1,3,99,99,99,99,99,99,99998,1,0,1,2,3,99,99,99,99,99,99,99,99,99,4,1,1,9,9,9,9,9,9,9,9,5,99,99,99,99,99,1,2,8,9,99,99,99,1,1,8,6,2,1,106,1,1,2,3
6,1,2,1,1,99,99,99,98,99,99,99,99,99,99,99,99999,1,0,1,2,4,99,99,99,99,99,99,99,99,99,5,1,9,2,9,9,9,9,9,9,9,97,99,99,99,99,99,3,2,4,9,99,99,99,2,2,2,3,2,2,241,2,1,2,2
5,1,1,1,1,99,99,99,1,3,5,6,7,99,99,99,700,1,30,1,2,3,99,99,99,99,99,99,99,99,99,1,1,3,9,9,9,9,9,9,9,9,1,2,4,5,99,99,4,1,2,9,99,99,99,1,1,1,6,2,19,998,19,1,1,8
7,1,2,1,1,99,99,99,1,99,99,99,99,99,99,99,99998,1,30,2,3,4,99,99,99,99,99,99,99,99,99,9,2,4,1,9,9,9,9,9,9,9,2,4,5,99,99,99,8,2,3,9,99,99,99,2,2,2,4,2,10,500,10,1,1,2
5,2,1,1,1,99,99,99,1,99,99,99,99,99,99,99,1399,2,0,2,3,4,99,99,99,99,99,99,99,99,99,9,1,4,2,9,9,9,9,9,9,9,2,3,99,99,99,99,2,2,3,9,99,99,99,2,1,2,4,2,15,733,15,1,1,2
3,2,1,1,1,99,99,99,1,3,8,99,99,99,99,99,1500,2,0,1,2,4,99,99,99,99,99,99,99,99,99,3,1,9,1,9,9,9,9,9,9,9,2,3,5,99,99,99,2,2,3,9,99,99,99,1,1,2,4,2,19,979,19,1,1,2
5,2,2,1,1,99,99,99,1,99,99,99,99,99,99,99,99998,2,0,1,2,4,99,99,99,99,99,99,99,99,99,3,2,9,1,9,9,9,9,9,9,9,4,99,99,99,99,99,4,1,2,9,99,99,99,2,2,2,3,2,16,830,16,2,1,1
5,1,1,1,1,99,99,99,2,3,99,99,99,99,99,99,398,2,0,1,2,4,99,99,99,99,99,99,99,99,99,4,1,9,1,9,9,9,9,9,9,9,97,99,99,99,99,99,3,2,4,9,99,99,99,2,1,1,3,2,2,220,2,1,2,1
5,1,1,1,1,99,99,99,1,3,5,7,99,99,99,99,850,2,0,2,3,10,99,99,99,99,99,99,99,99,99,9,1,1,9,9,9,9,9,9,4,9,2,5,99,99,99,99,2,2,3,9,99,99,99,1,1,1,5,2,10,510,10,1,2,2
3,1,1,1,1,99,99,99,1,3,5,7,8,99,99,99,1000,2,0,1,2,4,99,99,99,99,99,99,99,99,99,3,1,9,2,9,9,9,9,9,9,9,3,5,99,99,99,99,2,2,2,9,99,99,99,1,1,2,6,2,3,205,3,1,1,2
6,1,1,1,1,99,99,99,1,3,99,99,99,99,99,99,1200,2,0,1,2,4,99,99,99,99,99,99,99,99,99,5,1,9,1,9,9,9,9,9,9,9,97,99,99,99,99,99,3,2,4,9,99,99,99,1,2,2,4,2,16,843,16,2,1,2
8,1,1,1,1,99,99,99,2,3,6,99,99,99,99,99,99998,2,0,2,3,5,99,99,99,99,99,99,99,99,99,9,1,1,9,5,9,9,9,9,9,9,97,99,99,99,99,99,8,2,3,9,99,99,99,1,1,1,6,2,1,106,1,8,1,8
3,1,1,1,1,99,99,99,1,7,8,99,99,99,99,99,599,3,0,2,3,6,99,99,99,99,99,99,99,99,99,9,1,1,9,9,4,9,9,9,9,9,2,3,4,99,99,99,2,2,2,9,99,99,99,1,1,1,6,2,7,316,7,1,1,3
5,1,2,1,1,99,99,99,1,99,99,99,99,99,99,99,1500,3,0,2,3,4,99,99,99,99,99,99,99,99,99,9,1,2,3,9,9,9,9,9,9,9,2,3,4,5,99,99,2,2,2,9,99,99,99,2,1,2,4,2,5,320,5,1,1,2
7,1,1,1,1,99,99,99,2,99,99,99,99,99,99,99,1600,3,0,1,2,3,99,99,99,99,99,99,99,99,99,1,1,3,9,9,9,9,9,9,9,9,1,4,5,99,99,99,2,2,3,9,99,99,99,1,2,8,5,2,16,843,16,1,1,2
8,1,1,1,1,99,99,99,3,4,5,6,8,99,99,99,99999,3,0,1,2,3,99,99,99,99,99,99,99,99,99,3,1,1,9,9,9,9,9,9,9,9,5,99,99,99,99,99,2,1,2,9,99,99,99,2,1,1,6,2,16,807,16,1,1,2
2,1,2,1,1,99,99,99,1,3,4,99,99,99,99,99,1500,4,0,2,4,10,99,99,99,99,99,99,99,99,99,9,2,9,2,9,9,9,9,9,3,9,2,99,99,99,99,99,1,2,2,9,99,99,99,1,1,2,4,2,8,351,8,1,1,3
4,1,2,1,1,99,99,99,1,8,99,99,99,99,99,99,2000,4,0,2,3,4,99,99,99,99,99,99,99,99,99,9,2,3,1,9,9,9,9,9,9,9,2,4,5,99,99,99,2,2,2,9,99,99,99,2,2,2,6,2,9,407,9,2,1,1
8,1,1,1,1,99,99,99,3,99,99,99,99,99,99,99,99999,8,0,1,2,10,99,99,99,99,99,99,99,99,99,1,1,9,9,9,9,9,9,9,3,9,5,99,99,99,99,99,3,2,2,9,99,99,99,1,1,8,2,2,1,114,1,1,1,8
5,2,1,1,1,99,99,99,1,3,8,99,99,99,99,99,700,10,0,2,3,4,99,99,99,99,99,99,99,99,99,9,1,3,1,9,9,9,9,9,9,9,2,4,5,99,99,99,2,2,3,9,99,99,99,1,1,1,4,1,10,510,10,1,1,1
5,1,1,1,1,99,99,99,2,3,8,99,99,99,99,99,790,10,0,2,3,10,99,99,99,99,99,99,99,99,99,9,1,1,9,9,9,9,9,9,3,9,4,5,99,99,99,99,1,2,4,9,99,99,99,1,1,1,6,2,7,317,7,1,1,3
7,1,1,1,1,99,99,99,1,99,99,99,99,99,99,99,99,99,98,2,3,9,99,99,99,99,99,99,99,99,99,9,1,2,9,9,9,9,9,8,9,9,97,99,99,99,99,99,2,2,4,9,99,99,99,1,2,2,6,2,2,998,98,8,2,8
